"","i1","i2","i3","i4","i5","i6","i7","i8","i9","i10","i11","i12","i13","i14","i15","i16","i17","i18","i19","i20","i21","i22","i23","i24","i25","i26","i27","i28","i29","i30","i31","i32","i33","i34","i35","i36","i37","i38","i39","i40","i41","i42","i43","i44","i45","i46","i47","i48","i49","i50","i51","i52","i53","i54","i55","i56","i57","i58","i59","i60","i61","i62","i63","i64","i65","i66","i67","i68","i69","i70","i71","i72","i73","i74","i75","i76","i77","i78","i79","i80","i81","i82","i83","i84","i85","i86","i87","i88","i89","i90","i91","i92","i93","i94","i95","i96","i97","i98","i99","i100"
"u871",NA,NA,6,6,NA,6,NA,6,4,NA,NA,4,4,NA,NA,NA,7,NA,NA,NA,NA,5,5,NA,7,NA,7,6,3,5,NA,5,NA,NA,4,NA,5,NA,NA,NA,5,5,NA,4,NA,7,NA,NA,4,NA,6,3,NA,4,5,NA,6,NA,4,4,NA,5,7,5,NA,5,4,NA,NA,NA,NA,NA,5,5,4,4,5,7,5,5,NA,NA,NA,5,7,NA,NA,6,4,5,6,NA,6,NA,5,NA,NA,6,7,NA
"u872",6,NA,8,5,5,NA,NA,NA,NA,NA,4,NA,6,6,NA,4,4,NA,6,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,4,NA,NA,5,NA,NA,NA,5,7,5,3,NA,6,6,NA,8,NA,NA,NA,5,6,NA,5,4,NA,NA,6,3,4,NA,NA,5,5,4,5,6,NA,6,6,5,NA,NA,4,NA,NA,4,5,NA,6,NA,5,6,NA,4,5,NA,NA,4,4,6,NA,NA,4,6,6,NA,NA,NA,NA,NA
"u873",6,NA,NA,NA,5,NA,7,6,6,NA,NA,NA,NA,4,NA,3,3,NA,NA,5,5,6,NA,NA,5,3,NA,5,8,NA,4,NA,NA,NA,NA,NA,5,4,NA,NA,NA,4,NA,NA,5,7,NA,7,NA,NA,NA,4,NA,6,NA,NA,7,5,5,5,NA,NA,6,NA,5,NA,7,NA,NA,5,NA,NA,5,6,NA,NA,NA,7,4,NA,NA,NA,NA,3,NA,NA,6,5,NA,NA,NA,NA,NA,NA,6,NA,NA,6,6,NA
"u874",NA,6,5,8,5,6,7,5,NA,NA,NA,3,NA,NA,6,NA,NA,NA,NA,4,NA,NA,NA,7,NA,NA,8,6,NA,5,NA,4,5,NA,NA,5,NA,NA,NA,5,4,NA,6,5,5,NA,NA,NA,5,NA,7,3,NA,6,NA,NA,5,NA,NA,5,NA,NA,NA,5,NA,5,5,NA,NA,4,NA,4,NA,7,NA,NA,4,NA,NA,6,5,5,NA,NA,NA,NA,4,5,NA,NA,NA,5,7,NA,NA,7,NA,NA,NA,NA
"u875",NA,NA,NA,5,5,7,NA,NA,7,7,NA,4,5,NA,6,NA,NA,5,NA,5,6,NA,3,NA,NA,NA,7,4,6,6,NA,4,NA,NA,4,NA,NA,NA,6,NA,4,5,NA,3,NA,7,NA,7,5,6,6,NA,NA,6,NA,5,4,NA,4,NA,5,5,NA,NA,NA,5,NA,NA,NA,4,NA,NA,NA,5,NA,4,4,6,NA,NA,5,NA,NA,5,5,3,5,5,4,NA,NA,NA,NA,NA,NA,NA,NA,6,5,8
"u876",5,5,NA,4,5,NA,NA,5,6,4,5,5,5,NA,NA,NA,4,NA,6,NA,5,NA,4,NA,NA,5,7,NA,5,NA,NA,NA,5,3,NA,5,5,NA,NA,5,NA,5,NA,4,3,7,NA,NA,6,4,6,5,NA,NA,4,4,6,6,NA,5,NA,NA,NA,NA,NA,5,4,NA,7,NA,6,5,NA,NA,NA,NA,4,NA,6,NA,4,6,NA,4,NA,4,5,NA,4,6,4,NA,NA,NA,6,5,5,7,NA,7
"u877",5,6,5,7,NA,6,NA,NA,6,NA,NA,NA,4,5,5,4,6,5,NA,5,NA,5,4,6,6,NA,8,NA,7,NA,NA,6,6,5,6,NA,5,NA,NA,NA,4,6,7,4,5,NA,NA,NA,NA,5,7,5,NA,NA,5,5,NA,4,NA,5,NA,NA,NA,NA,6,5,NA,7,7,NA,5,NA,5,6,NA,4,5,5,5,5,6,5,NA,4,NA,4,4,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"u878",7,5,6,NA,6,NA,6,NA,6,NA,5,NA,NA,NA,NA,NA,NA,6,NA,7,NA,6,NA,5,6,4,NA,6,6,NA,NA,NA,NA,5,NA,NA,NA,NA,6,NA,NA,6,NA,NA,5,7,NA,7,NA,4,5,NA,NA,NA,5,5,NA,NA,NA,NA,6,NA,5,5,NA,NA,NA,6,NA,3,7,NA,NA,6,NA,4,5,NA,4,6,6,5,5,4,7,NA,5,6,5,5,NA,NA,NA,5,5,NA,NA,7,6,7
"u879",6,NA,8,6,NA,NA,NA,5,NA,6,NA,5,5,NA,4,5,3,5,6,6,NA,5,4,6,NA,5,7,6,NA,NA,4,5,NA,NA,NA,NA,6,4,7,NA,4,NA,8,6,6,NA,5,NA,6,NA,5,NA,NA,6,NA,NA,7,6,4,5,6,NA,7,5,6,NA,3,6,NA,4,6,NA,4,NA,NA,4,NA,4,NA,NA,NA,6,7,NA,6,5,NA,6,NA,5,NA,NA,5,NA,4,5,NA,6,5,NA
"u880",6,6,NA,NA,3,6,NA,NA,NA,8,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,5,NA,NA,NA,NA,6,5,6,NA,NA,6,NA,NA,NA,NA,4,3,NA,NA,NA,NA,7,NA,NA,5,NA,6,6,6,NA,NA,NA,NA,NA,4,6,7,4,8,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,6,NA,5,5,NA,4,NA,6,NA,3,4,NA,6,4,6,NA,NA,6,NA,6,NA,NA,5,NA,7,6
"u881",NA,5,NA,5,NA,NA,7,5,NA,7,5,NA,NA,NA,5,NA,6,5,NA,6,5,5,6,5,6,NA,NA,NA,6,4,4,5,5,5,6,5,NA,5,8,4,4,NA,NA,NA,5,7,8,6,NA,NA,7,NA,NA,4,5,5,NA,NA,4,NA,NA,NA,6,4,NA,NA,5,NA,NA,NA,NA,NA,5,NA,6,4,NA,5,NA,NA,NA,NA,7,NA,5,5,6,4,NA,5,6,NA,NA,NA,6,6,NA,NA,NA,NA
"u882",7,6,7,NA,NA,NA,NA,NA,6,NA,6,4,NA,5,6,NA,6,NA,NA,3,NA,6,NA,NA,NA,NA,NA,NA,7,NA,NA,3,NA,4,NA,NA,NA,5,6,6,NA,3,NA,NA,5,7,NA,NA,6,4,7,NA,7,7,5,5,5,NA,4,NA,NA,NA,NA,NA,4,NA,5,6,NA,NA,NA,5,NA,5,6,NA,NA,NA,5,NA,5,NA,NA,NA,NA,4,NA,6,4,4,NA,4,NA,4,6,NA,NA,7,3,NA
"u883",6,4,NA,6,NA,NA,5,NA,NA,6,3,NA,NA,NA,NA,4,NA,6,7,NA,NA,6,NA,NA,NA,3,NA,4,NA,NA,5,5,NA,4,5,NA,4,5,6,NA,NA,NA,NA,NA,6,NA,NA,6,NA,NA,6,4,6,NA,NA,NA,NA,5,NA,NA,6,NA,NA,5,NA,NA,6,NA,NA,5,6,6,3,NA,NA,4,5,NA,6,4,NA,NA,NA,5,5,NA,NA,6,5,7,4,NA,7,4,NA,4,4,NA,NA,7
"u884",7,NA,5,NA,NA,5,5,NA,NA,NA,NA,NA,NA,NA,5,4,5,4,5,NA,5,NA,NA,4,4,NA,6,5,NA,6,NA,6,NA,NA,NA,5,NA,4,NA,NA,4,7,7,3,4,NA,6,7,5,NA,6,NA,6,6,6,NA,7,NA,5,6,NA,6,8,NA,NA,6,3,7,8,NA,NA,NA,NA,5,5,4,4,NA,NA,6,NA,NA,NA,4,5,NA,6,NA,NA,NA,5,NA,6,NA,5,6,NA,NA,5,NA
"u885",NA,NA,NA,5,NA,NA,7,NA,6,NA,NA,5,NA,4,NA,NA,5,6,7,NA,NA,NA,6,NA,4,NA,NA,6,NA,5,6,5,5,4,5,6,NA,3,NA,NA,NA,NA,8,5,NA,6,6,NA,5,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,7,5,NA,NA,NA,5,5,5,NA,NA,4,NA,NA,6,5,NA,NA,7,NA,5,NA,NA,5,6,6,4,5,NA,6,7
"u886",7,NA,NA,NA,NA,NA,5,NA,5,NA,NA,5,6,6,5,3,6,NA,NA,6,NA,NA,NA,NA,5,NA,NA,5,6,NA,5,5,NA,6,5,NA,5,NA,7,NA,NA,5,5,NA,7,7,NA,5,7,NA,NA,6,NA,5,5,NA,NA,5,NA,6,NA,NA,NA,6,5,5,NA,7,6,4,4,6,5,5,4,4,5,NA,5,5,NA,NA,NA,4,NA,5,NA,5,5,NA,4,4,6,NA,5,5,NA,NA,4,NA
"u887",7,NA,7,5,5,5,6,6,NA,7,6,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,6,8,5,NA,NA,4,5,NA,5,5,NA,NA,NA,NA,4,3,5,NA,NA,NA,NA,NA,NA,4,6,6,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,6,NA,NA,5,4,NA,6,5,6,NA,NA,NA,6,NA,5,NA,6,7,NA,5,NA,NA,6,NA,NA,NA,NA,5,5,5,7,5,NA,NA,NA,7,NA,NA
"u888",7,4,4,NA,4,6,NA,7,6,7,NA,NA,4,NA,6,NA,6,NA,NA,NA,6,7,NA,6,5,5,7,NA,4,6,5,4,NA,NA,6,7,5,3,6,NA,4,NA,8,5,6,NA,NA,NA,7,5,6,NA,NA,NA,4,NA,5,NA,4,NA,NA,4,6,NA,5,NA,NA,5,NA,6,6,5,4,NA,NA,5,NA,6,6,7,5,NA,NA,4,4,5,NA,4,NA,NA,5,5,NA,5,NA,6,4,8,6,7
"u889",NA,NA,6,6,NA,6,6,6,NA,NA,5,4,5,6,6,NA,NA,NA,7,5,6,5,4,5,4,NA,6,NA,NA,6,NA,7,7,NA,6,NA,5,NA,NA,NA,NA,4,NA,NA,5,8,7,5,4,NA,6,6,5,NA,3,NA,6,5,3,NA,NA,6,7,NA,NA,4,4,NA,6,NA,NA,NA,NA,NA,5,5,NA,NA,5,NA,5,6,7,4,4,4,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,3,NA,5,6
"u890",6,NA,8,NA,6,6,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,4,NA,5,4,NA,NA,5,NA,6,NA,NA,NA,8,NA,NA,5,5,4,6,6,NA,4,7,NA,4,NA,NA,4,NA,5,7,6,NA,NA,7,4,NA,6,NA,5,6,NA,NA,NA,NA,NA,NA,7,6,NA,NA,NA,6,NA,NA,4,5,NA,NA,4,NA,4,NA,NA,5,NA,6,NA,3,NA,NA,6,3,6,3,5,6,NA,NA,5,NA,6,NA,NA
"u891",7,NA,7,7,5,8,NA,NA,NA,6,NA,NA,NA,NA,NA,5,5,NA,5,5,4,NA,NA,4,NA,NA,NA,NA,NA,6,NA,NA,5,4,5,3,NA,NA,6,4,NA,7,NA,NA,5,NA,NA,6,6,NA,7,NA,5,NA,NA,NA,7,NA,4,6,NA,NA,NA,4,5,4,NA,NA,NA,5,6,NA,5,5,NA,5,NA,6,6,NA,NA,5,NA,NA,4,NA,4,5,NA,NA,NA,4,5,NA,6,5,NA,NA,NA,7
"u892",5,6,NA,NA,7,6,NA,6,5,NA,6,NA,NA,6,NA,5,5,5,NA,NA,6,7,5,6,NA,NA,NA,NA,NA,NA,5,4,NA,5,NA,NA,6,3,6,NA,5,6,7,4,7,8,NA,6,NA,5,NA,5,7,NA,6,6,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,6,NA,NA,6,4,5,5,6,NA,4,6,NA,5,NA,4,5,NA,NA,NA,7,5,4,NA,NA,6,5,NA,5,NA
"u893",NA,NA,NA,NA,4,NA,NA,NA,5,7,4,4,NA,8,NA,3,NA,5,6,6,NA,NA,NA,4,NA,5,7,NA,6,NA,NA,4,NA,NA,6,5,4,5,5,5,NA,5,NA,4,NA,6,NA,5,NA,NA,7,NA,6,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,5,NA,7,NA,5,4,6,5,NA,6,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,4,7
"u894",5,NA,5,NA,4,5,5,NA,6,NA,NA,5,5,6,NA,NA,4,NA,6,NA,NA,5,NA,NA,NA,5,7,NA,NA,NA,6,5,5,5,6,NA,4,4,NA,NA,NA,5,7,5,NA,NA,6,NA,6,6,5,6,7,NA,NA,NA,6,4,5,6,NA,NA,NA,NA,4,5,4,7,6,NA,5,6,NA,6,NA,4,NA,5,NA,NA,NA,NA,6,5,5,6,NA,6,7,NA,5,NA,7,NA,NA,NA,NA,NA,NA,NA
"u895",NA,5,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,6,NA,NA,5,5,NA,NA,5,NA,NA,NA,NA,4,NA,6,NA,NA,4,NA,NA,4,5,5,5,NA,5,NA,4,4,NA,NA,5,6,NA,6,5,3,7,6,6,NA,NA,6,5,4,NA,NA,NA,NA,NA,NA,6,NA,NA,7,6,NA,6,NA,4,6,5,5,7,5,NA,NA,NA,NA,8,4,NA,5,5,5,NA,NA,7,NA,7,NA,6,NA,5,7,NA,NA
"u896",6,6,5,NA,5,3,NA,6,NA,NA,6,NA,NA,NA,6,4,5,NA,NA,6,NA,7,6,NA,4,NA,8,4,NA,6,5,4,6,4,NA,NA,5,NA,NA,NA,NA,NA,5,3,NA,9,NA,NA,7,4,8,6,4,5,4,5,NA,NA,5,NA,6,5,7,NA,NA,5,NA,NA,7,NA,NA,5,NA,NA,6,4,4,NA,NA,NA,NA,NA,NA,NA,NA,5,5,NA,NA,NA,NA,NA,NA,NA,4,NA,5,8,4,7
"u897",7,4,5,5,7,5,5,NA,5,8,NA,NA,4,NA,NA,6,6,5,NA,6,NA,NA,3,NA,NA,4,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,6,6,6,NA,NA,NA,NA,NA,5,NA,6,NA,6,7,NA,NA,NA,NA,6,5,NA,6,4,NA,NA,4,6,NA,6,NA,4,NA,NA,6,NA,NA,5,NA,5,NA,5,5,5,NA,6,7,7,7,NA,NA,NA,5,4,NA,6,5,7,4,NA,5,NA,NA,NA,6
"u898",6,5,7,7,NA,5,NA,5,6,NA,6,4,NA,7,NA,4,5,4,NA,NA,5,NA,4,3,NA,NA,7,NA,5,5,6,6,5,3,6,NA,NA,5,NA,NA,3,NA,NA,5,5,7,5,NA,6,4,NA,6,6,6,4,NA,6,NA,4,NA,NA,5,6,5,5,NA,NA,NA,8,NA,NA,6,4,6,6,4,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,6,NA,7,NA,NA,7,NA,NA,NA,7,5,NA,NA,7
"u899",5,5,7,5,5,NA,NA,NA,6,5,NA,NA,6,4,NA,5,4,6,NA,6,NA,5,6,5,NA,4,NA,NA,NA,6,NA,6,NA,4,NA,4,4,4,6,NA,NA,NA,NA,NA,6,NA,NA,NA,4,NA,NA,NA,7,NA,4,NA,NA,NA,4,NA,NA,NA,NA,NA,6,4,NA,7,NA,4,NA,NA,NA,NA,NA,NA,NA,7,6,6,5,NA,NA,NA,5,4,4,NA,6,NA,5,5,NA,5,5,5,NA,6,NA,NA
"u900",5,5,5,5,5,5,NA,7,NA,NA,NA,5,5,6,NA,NA,5,NA,6,NA,NA,6,NA,4,NA,7,NA,NA,6,NA,NA,5,NA,NA,5,5,NA,6,6,NA,2,NA,NA,NA,NA,7,5,6,NA,NA,NA,4,6,3,NA,6,NA,NA,NA,5,NA,4,NA,NA,6,NA,5,NA,NA,NA,6,5,5,NA,6,3,NA,NA,NA,NA,NA,5,5,NA,NA,NA,5,NA,6,5,NA,NA,6,4,NA,3,5,NA,6,7
"u901",5,NA,7,NA,5,4,NA,NA,5,5,4,NA,NA,NA,NA,3,NA,7,8,7,NA,5,4,5,NA,NA,7,5,NA,6,NA,4,5,3,NA,NA,NA,3,NA,NA,NA,5,7,NA,4,8,NA,NA,7,5,7,4,5,6,NA,NA,6,NA,NA,4,6,NA,NA,NA,NA,5,4,5,7,5,7,NA,4,7,5,NA,NA,NA,5,6,NA,NA,8,NA,5,NA,NA,NA,4,5,NA,5,NA,NA,7,NA,4,8,NA,7
"u902",NA,NA,7,7,NA,6,NA,NA,NA,8,5,5,4,5,5,5,5,NA,6,NA,NA,7,NA,NA,4,5,8,5,NA,4,NA,NA,NA,5,6,NA,7,NA,NA,3,NA,NA,NA,4,NA,NA,NA,NA,5,NA,NA,5,NA,5,4,5,6,3,NA,5,4,4,NA,NA,NA,NA,NA,NA,7,5,5,6,5,4,4,NA,NA,NA,NA,5,5,NA,NA,NA,NA,5,5,NA,NA,NA,5,7,NA,NA,NA,7,NA,NA,6,6
"u903",NA,5,NA,NA,NA,6,NA,7,5,NA,6,NA,6,NA,6,NA,NA,5,NA,NA,NA,NA,5,6,NA,4,7,5,NA,NA,4,5,6,NA,5,4,NA,NA,NA,3,4,4,8,4,5,NA,6,NA,6,NA,NA,NA,5,NA,6,NA,NA,4,5,5,NA,4,5,NA,NA,NA,5,NA,6,3,NA,NA,NA,6,5,NA,3,NA,4,NA,NA,6,7,4,NA,6,NA,NA,NA,5,NA,6,6,NA,5,NA,6,6,4,NA
"u904",7,NA,NA,NA,6,8,6,NA,NA,NA,5,4,4,NA,NA,5,5,NA,5,NA,NA,NA,NA,4,6,NA,7,NA,6,5,5,NA,4,NA,5,NA,4,NA,NA,4,4,NA,5,4,5,NA,NA,6,NA,NA,NA,NA,6,6,NA,NA,NA,4,NA,5,6,4,7,NA,6,NA,5,NA,7,6,NA,NA,4,NA,5,NA,5,NA,6,6,4,NA,6,NA,5,NA,5,6,NA,5,4,NA,6,NA,4,NA,4,NA,6,NA
"u905",6,NA,6,NA,4,5,NA,NA,NA,NA,6,4,5,NA,4,4,NA,NA,6,NA,4,NA,5,NA,NA,NA,7,5,7,NA,NA,NA,NA,NA,4,6,NA,4,NA,4,NA,NA,6,5,NA,7,5,NA,NA,6,NA,NA,5,4,NA,NA,NA,6,5,NA,6,5,NA,4,6,NA,NA,NA,7,5,NA,NA,NA,NA,NA,6,6,NA,NA,NA,NA,6,NA,NA,5,3,NA,NA,5,NA,NA,6,NA,6,NA,NA,5,7,5,NA
"u906",7,NA,6,5,NA,6,5,7,6,NA,NA,4,NA,6,5,4,NA,NA,NA,NA,NA,9,NA,6,NA,4,8,NA,NA,6,5,4,NA,4,NA,NA,NA,4,5,4,3,NA,6,NA,NA,NA,5,6,6,NA,7,NA,NA,NA,6,6,NA,NA,NA,NA,NA,NA,6,4,7,NA,NA,6,8,5,NA,6,NA,NA,NA,NA,4,3,NA,5,6,7,NA,5,NA,6,6,NA,4,6,NA,6,4,NA,5,7,NA,NA,4,NA
"u907",7,NA,NA,NA,NA,NA,7,NA,7,6,5,NA,NA,NA,5,4,NA,6,7,6,5,6,NA,4,5,NA,7,NA,NA,NA,NA,NA,NA,NA,6,5,5,4,NA,NA,NA,NA,NA,2,4,NA,NA,NA,NA,3,NA,NA,NA,4,5,4,NA,NA,5,NA,7,NA,6,NA,NA,7,5,NA,NA,3,5,NA,NA,6,NA,NA,NA,6,NA,6,NA,NA,6,NA,5,4,NA,7,5,NA,NA,NA,NA,5,NA,4,5,NA,6,NA
"u908",7,5,NA,NA,NA,NA,5,NA,NA,7,4,5,NA,7,5,4,6,NA,NA,NA,5,5,4,5,NA,NA,6,5,NA,NA,NA,4,NA,NA,NA,NA,NA,3,NA,NA,3,5,NA,3,NA,NA,6,5,7,NA,NA,3,6,NA,5,NA,NA,5,5,NA,6,NA,6,NA,4,5,4,5,NA,NA,6,NA,4,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,3,5,NA,6,NA,4,NA,5,NA,NA,6,7,6,5,5,NA,NA
"u909",NA,NA,NA,NA,6,5,5,NA,6,4,NA,5,3,6,6,5,NA,5,NA,NA,4,NA,4,NA,5,5,7,5,NA,NA,NA,5,NA,NA,4,6,NA,NA,NA,6,4,6,NA,5,NA,6,8,NA,NA,NA,NA,6,5,NA,5,5,6,NA,NA,5,6,5,6,NA,4,NA,3,NA,6,NA,6,5,4,4,NA,4,NA,6,NA,NA,NA,NA,NA,NA,5,4,NA,5,4,NA,5,5,6,7,4,NA,NA,NA,5,NA
"u910",7,5,6,5,NA,6,NA,NA,6,NA,NA,4,5,NA,5,NA,NA,6,7,6,4,NA,4,NA,5,4,NA,NA,7,NA,4,NA,NA,NA,NA,NA,NA,4,6,5,3,6,5,5,NA,NA,6,NA,NA,NA,7,4,5,NA,4,NA,6,4,4,5,6,5,NA,NA,NA,6,NA,NA,NA,5,NA,NA,6,NA,NA,4,3,NA,5,5,NA,5,NA,6,NA,3,NA,7,6,5,NA,NA,NA,NA,NA,5,NA,7,NA,NA
"u911",6,6,NA,6,6,NA,NA,NA,7,NA,6,4,5,NA,NA,3,NA,6,NA,5,6,NA,2,NA,NA,NA,NA,NA,NA,5,5,NA,5,NA,NA,5,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,6,6,NA,NA,7,3,NA,NA,NA,4,3,NA,3,6,NA,NA,NA,5,NA,8,NA,NA,NA,NA,5,NA,NA,NA,NA,6,NA,6,NA,7,NA,5,4,NA,5,NA,NA,NA,NA,5,NA,6,NA,4,NA,7,NA
"u912",6,NA,NA,NA,4,7,NA,NA,NA,7,5,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,8,NA,5,NA,6,3,6,6,NA,5,5,NA,NA,NA,4,NA,NA,NA,4,8,NA,NA,6,6,NA,5,NA,NA,NA,5,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,4,6,NA,7,6,NA,5,NA,NA,NA,NA,NA,5,6,5,5,NA,NA,NA,4,5,4,NA,6,NA,5,5,NA,5,NA,5,6,6,NA
"u913",NA,NA,7,5,6,5,NA,5,5,6,5,5,NA,NA,5,NA,6,NA,NA,6,NA,4,NA,NA,6,5,NA,6,NA,NA,NA,4,6,4,5,NA,5,4,6,6,NA,6,NA,NA,4,NA,6,7,5,4,6,4,NA,NA,5,4,6,4,4,4,5,NA,7,7,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,7,NA,6,NA,NA,NA,NA,NA,NA,5,6,NA,NA,6,4,6,6,3,5,5,8,NA,NA
"u914",NA,5,NA,6,NA,7,NA,NA,NA,6,4,NA,NA,NA,NA,NA,5,5,6,5,NA,NA,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,4,6,NA,5,NA,8,NA,NA,7,6,NA,NA,3,6,7,NA,5,6,4,NA,NA,4,4,7,NA,NA,NA,NA,5,5,6,NA,5,NA,NA,NA,NA,4,4,3,NA,7,NA,NA,5,NA,6,NA,NA,NA,7,4,6,NA,NA,NA,NA,NA,NA,5,NA,NA,NA
"u915",NA,NA,4,NA,6,6,6,NA,NA,NA,4,NA,NA,NA,5,NA,6,NA,NA,6,NA,7,6,6,NA,NA,NA,4,NA,6,NA,6,7,NA,6,5,5,NA,4,4,3,5,NA,NA,NA,7,5,7,6,NA,NA,NA,6,NA,NA,NA,NA,NA,5,4,6,NA,NA,NA,6,4,4,6,NA,NA,NA,NA,NA,NA,5,5,NA,NA,NA,5,4,5,NA,NA,NA,4,4,NA,NA,NA,3,NA,6,6,4,6,NA,7,NA,8
"u916",6,5,NA,5,6,7,NA,5,6,6,NA,4,5,NA,NA,NA,4,NA,6,6,NA,NA,NA,6,NA,NA,NA,NA,7,NA,4,NA,5,NA,NA,5,5,NA,NA,NA,4,NA,8,NA,6,NA,NA,NA,NA,6,8,NA,5,5,NA,NA,NA,5,4,6,5,5,NA,NA,NA,4,4,6,NA,4,6,6,4,5,NA,4,NA,NA,6,NA,5,NA,7,5,NA,NA,NA,6,4,6,4,NA,NA,NA,6,NA,NA,6,NA,NA
"u917",6,NA,7,NA,5,NA,5,NA,6,NA,4,5,NA,6,5,4,NA,5,NA,4,4,NA,NA,4,NA,NA,7,NA,7,NA,5,NA,NA,NA,NA,4,7,4,NA,4,4,NA,6,4,NA,NA,6,NA,NA,NA,6,NA,NA,4,5,NA,NA,NA,NA,6,7,6,7,5,NA,6,NA,NA,7,5,NA,4,NA,6,NA,NA,3,NA,5,NA,NA,6,NA,NA,5,5,6,5,5,NA,NA,NA,NA,NA,NA,5,NA,NA,6,NA
"u918",5,NA,NA,NA,NA,NA,6,6,6,8,NA,4,NA,NA,4,NA,6,NA,5,NA,6,8,NA,NA,7,4,7,NA,NA,6,4,5,NA,NA,5,5,6,4,5,NA,NA,5,NA,NA,NA,7,6,NA,NA,5,NA,NA,5,6,5,NA,NA,NA,4,NA,6,3,NA,NA,5,6,4,NA,7,NA,5,NA,5,6,6,NA,NA,NA,6,6,5,NA,NA,NA,NA,NA,5,NA,NA,NA,6,6,NA,NA,7,6,4,7,NA,NA
"u919",7,4,7,NA,4,NA,5,NA,NA,NA,NA,4,NA,NA,5,NA,NA,6,5,5,NA,NA,4,5,NA,7,NA,5,6,NA,4,5,6,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,4,NA,6,NA,NA,NA,5,NA,NA,7,4,NA,6,NA,NA,4,NA,7,5,NA,NA,NA,NA,5,7,9,NA,NA,NA,NA,5,4,5,6,NA,NA,NA,NA,NA,7,5,6,5,4,5,4,6,6,NA,NA,7,4,5,NA,NA,NA,NA
"u920",4,NA,6,6,5,NA,7,NA,NA,NA,5,4,NA,7,6,3,5,5,NA,5,NA,NA,4,NA,NA,NA,NA,NA,6,NA,4,NA,NA,NA,NA,NA,6,NA,NA,5,NA,5,8,NA,NA,6,NA,NA,6,5,NA,NA,NA,5,NA,4,NA,6,4,5,NA,5,7,5,NA,NA,4,5,7,NA,NA,7,NA,NA,6,3,4,NA,NA,4,4,NA,NA,NA,5,5,NA,4,NA,NA,4,NA,NA,7,4,5,4,7,NA,NA
"u921",NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,4,4,6,NA,NA,NA,6,7,6,NA,3,5,NA,4,8,5,6,NA,5,4,5,NA,NA,6,5,6,NA,NA,5,NA,NA,4,5,NA,7,NA,NA,5,6,NA,5,NA,NA,4,6,6,NA,6,NA,5,7,4,NA,5,3,NA,NA,NA,NA,5,NA,NA,4,5,NA,NA,5,NA,NA,NA,7,NA,6,NA,NA,NA,NA,NA,5,NA,NA,6,3,3,5,7,NA,6
"u922",6,NA,NA,NA,4,NA,NA,7,6,7,NA,5,NA,7,NA,NA,4,NA,8,NA,NA,7,NA,NA,NA,3,NA,NA,7,NA,5,5,5,3,NA,4,NA,NA,NA,NA,NA,NA,7,5,6,6,NA,5,NA,5,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,5,6,NA,5,6,NA,4,4,NA,4,NA,NA,NA,NA,5,6,5,NA,4,5,4,NA,NA,NA,NA,NA,5,7,NA,6,4,6,NA,8
"u923",NA,5,6,6,5,8,NA,6,5,NA,NA,5,4,NA,NA,5,4,6,6,6,NA,7,5,NA,6,NA,NA,NA,5,7,5,3,NA,NA,NA,NA,4,NA,5,5,NA,6,7,5,3,7,6,NA,4,5,5,NA,5,NA,NA,NA,NA,NA,5,6,NA,3,5,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,5,NA,5,6,4,5,NA,NA,NA,5,5,NA,6,NA,6,5,NA,5,6
